trans_id,lang,translation
שד. שבעת הכוכבים/בן ציון מיכאלי,EN,Shiv'at HaKokhavim Blvd/Ben Zion Micha'eli
שד. שבעת הכוכבים/דרך משה דיין,EN,Shiv'at HaKokhavim Blvd/Moshe Dayan Road
שד. שידלובסקי/ניל"י,EN,Shidlovski Blvd/Nili
שד. שלמה המלך/איריס,EN,Shlomo HaMelekh Blvd/Iris
שד. שלמה המלך/אפק,EN,Shlomo HaMelekh Blvd/Afek
שד. שלמה המלך/אצ"ל,EN,Shlomo HaMelekh Blvd/Etsel
שד. שלמה המלך/ז'בוטינסקי,EN,Shlomo HaMelekh Blvd/Jabotinsky
שד. שלמה המלך/קדושי קהילת מזריץ',EN,Shlomo HaMelech Boulevard/Kedoshei Kehilat Mezritsh
שד. תאנה/הודן,EN,Te'ena Blvd/Hodan
שד. תאנה/ינשוף,EN,Te'ena Blvd/Yanshuv
שד. תאנה/סנונית,EN,Te'ena Blvd/Snunit
שד. תאנה/עגור,EN,Te'ena Blvd/Agur
שד. תאנה/פנינית,EN,Te'ena Blvd/Pninit
שד. תאנה/שד.זית,EN,Te'ena Blvd/Zayit Blvd
שד. תמר/איריס,EN,Tamar Blvd/Iris
שד. תמר/דגנית,EN,Tamar Blvd/Deganit
שד. תמר/ורד,EN,Tamar Blvd/Vered
שד. תמר/נרקיס,EN,Tamar Blvd/Narkis
שד. תמר/רקפת,EN,Tamar Blvd/Rakefet
שד. תפן/דולב,EN,Tefen Blvd/Dolev
שד.אלטלנה/שד.מנחם בגין,EN,Altalena Blvd/Menachem Begin Boulevard
שד.ארגמן/אוכם,EN,Argaman Blvd/Ukham
שד.בן גוריון מול 78,EN,Ben Gurion BLVD facing 78
שד.בן גוריון/שד.הדקל,EN,Ben Gurion Blvd/HaDekel Blvd
שד.בני ברית/הנחושת,EN,Bne Brit Blvd/HaNehoshet
שד.בני ברית/יצחק הנשיא,EN,Bne Brit Blvd/Yitshak HaNassi
שד.גולדה מאיר/יצחק טבנקין,EN,Golda Meir Blvd/Yitshak Tabenkin
שד.גת/משעול תנין,EN,Gat Blvd/Tanin Alley
שד.דוד בן גוריון/המסילה,EN,Sderot David Ben Gurion/Hamesila
שד.דוד טוביהו/אצל,EN,Sderot David Tuviyahu/Etzel
שד.דוד טוביהו/הגאונים,EN,Sderot David Tuviyahu/HaGeonim
שד.דוד טוביהו/שד.יגאל ידין,EN,Sderot David Tuviyahu/Yigael Yadin BLVD
שד.הדקל/הרקפת,EN,HaDekel Blvd/HaRakefet
שד.הדקל/שביל החרובים,EN,HaDekel Blvd/HaHaruvim Path
שד.הדקל/שד.הרב הרצוג,EN,HaDekel Blvd/HaRav Rerzog Blvd
שד.החושן/אופיר,EN,HaHoshen Blvd/Ofir
שד.החושן/ברקת,EN,HaHoshen Blvd/Bareket
שד.החושן/הראל,EN,HaHoshen Blvd/Har'el
שד.החושן/נופך,EN,HaHoshen Blvd/Nofekh
שד.החושן/ענבר,EN,HaHoshen Blvd/Inbar
שד.העצמאות/משעול הסייפן,EN,Ha'Atsma'ut Blvd/HaSayfan Alley
שד.העצמאות/שד.לכיש,EN,Ha'Atsma'ut Blvd/Lakhish Blvd
שד.הפלמ"ח/חטיבת גבעתי,EN,HaPalmah Blvd/Hativat Giv'ati
שד.הפרחים/הרותם,EN,HaPrahim Blvd/HaRotem
שד.הצנחנים / אנצו סירני,EN,HaTsanchanim BLVD/Enzo Sereni
שד.הר ציון 85,EN,Har-Tsion BLVD 85
שד.הרב הרצוג/שד.לוי אשכול,EN,HaRav Rerzog Blvd/Levi Eshkol Blvd
שד.הרי יהודה/הערבה,EN,Hare Yehuda Blvd/Ha'Arava
שד.הרי יהודה/הר כתרון,EN,Hare Yehuda Blvd/Mt. Kitron
שד.הרי יהודה/יסמין,EN,Hare Yehuda Blvd/Yasmin
שד.הרצל/בן עמי,EN,Herzl Blvd/Ben Ami
שד.הרצל/מבצע קדש,EN,Herzl Blvd/Mivtsa Kadesh
שד.הרצל/משעול איריס,EN,Herzl Blvd/Iris Alley
שד.התמרים/השחם,EN,HaTmarim BLVD/HaShacham
שד.וייצמן/הרב גרשונוביץ',EN,Weizmann Boulevard/Rabbi Gershonowitz
שד.וייצמן/סוקולוב,EN,Weizmann Blvd/Sokolov
שד.חטיבת גולני/החורב,EN,Hativat Golani Blvd/HaHorev
שד.חשמונאים/דם מכבים,EN,Hashmonaim BLVD/Dam Maccabim
שד.יגאל אלון/הבנאי,EN,Yigal Allon Blvd/HaBanai
שד.יגאל אלון/החרש,EN,Yigal Allon Blvd/Haheresh
שד.יגאל ידין / עין גדי,EN,Yigael Yadin Blvd/En Gedi
שד.יהודה בן זאב/דוד רזיאל,EN,Yehuda Ben Ze'ev Blvd/David Razi'el
שד.יהודה בן זאב/שפת אמת,EN,Yehuda Ben Ze'ev Blvd/Sfat Emet
שד.ים/חי טייב,EN,Yam Blvd/Hay Tayeb
שד.יצחק רבין / יער אודם,EN,Yitshak Rabin Boulevard/Ya'ar Odem
שד.ירושלים 27,EN,Yerushalayim BLVD 27
שד.ירושלים 3 נגה,EN,Yerushalayim BLVD 3 Nogah
שד.ירושלים 32,EN,Yerushalayim BLVD 32
שד.ירושלים 67,EN,Yerushalayim BLVD 67
שד.ירושלים השלמה/קדש,EN,Yerushalayim HaShlema Blvd/Kadesh
שד.ירושלים/בית לחם,EN,Yerushalayim Blvd/Bethlehem
שד.ירושלים/בני ברית,EN,Yerushalayim Blvd/Bne Brit
שד.ירושלים/בר אילן,EN,Yerushalayim Blvd/Bar Ilan
שד.ירושלים/חפץ חיים,EN,Yerushalayim Blvd/Hefets Hayim
שד.ירושלים/משעול חפר,EN,Sd. Yerushalayim/Hefer Trail
שד.ירושלים/קדש,EN,Yerushalayim Blvd/Kadesh
שד.ירושלים/רבי עקיבא,EN,Sd. Yerushalayim/Rabbi Akiva
שד.ירושלים/רבנו גרשום,EN,Yerushalayim Blvd/Rabenu Gershom
שד.ירושלים/שבטי ישראל,EN,Yerushalayim Blvd/Shivte Israel
שד.ירושלים/שד. בנימין,EN,Yerushalayim Blvd/Binyamin Blvd
שד.ירושלים/שד.משה דיין,EN,Yerushalayim Blvd/Moshe Dayan Blvd
שד.לוי אשכול/פרופסור יוסף שטרן,EN,Levi Eshkol Blvd/Professor Yosef Stern
שד.לוי אשכול/רבי יוסי בן קיסמא,EN,Levi Eshkol Blvd/Rabbi Yossi Ben Kisma
שד.מונטיפיורי/חסידי אומות העולם,EN,Montefiore Blvd/Haside Umot Ha'Olam
שד.מלכי ישראל/משעול אהוד בן גרא,EN,Malkhe Israel Blvd/Ehud Ben Gera Alley
שד.מנחם בגין/שד.אלטלנה,EN,Menachem Begin Boulevard/Altalena Blvd
שד.נהר הירדן/רבי יהושע,EN,Nahar HaYarden Blvd/Rabbi Yehosha
שד.נהר הירדן/רבי יוחנן בן זכאי,EN,Nahar HaYarden Blvd/Rabbi Yohanan Ben Zakay
שד.נהר הירדן/רבי לויטס,EN,Nahar HaYarden Blvd/Rabbi Levitas
שד.נהר הירדן/ריב"ל,EN,Nehar HaYarden Blvd/Rival
שד.נהר הירדן/שד.הרב הרצוג,EN,Nahar HaYarden Blvd/HaRav Rerzog Blvd
שד.נחל הקישון/נחל שחם,EN,Nahal HaKishon Blvd/Shacham Creek
שד.נחל צאלים/נחל חבר,EN,Nahal Tse'elim Blvd/Nahal Hever
שד.נחל צאלים/שד.נחל הקישון,EN,Nahal Tse'elim Blvd/Nahal HaKishon Blvd
שד.ספיר/הגפן,EN,Sapir Blvd/HaGefen
שד.צה"ל/שד.העצמאות,EN,Tsahal Blvd/HaAtsma'ut Blvd
שד.קקל 24,EN,KKL BLVD 24
שד.ראשון לציון/יסוד המעלה,EN,Rishon LeTsiyon Blvd/Yesud HaMa'ala
שד.ראשון לציון/שפייה,EN,Rishon LeTsiyon Blvd/Shfeyah
שד.רבין/הירדן,EN,Rabin Blvd/HaYarden
שד.רוטשילד 44,EN,Rothshcild BLVD 44
שד.רוטשילד/בלפור,EN,Rothschild BLVD/Balfour
שד.רוקח/ד.נמיר,EN,Rokah BLVD/Derech Namir
שד.רחובות/פתח תקווה,EN,Rehovot Blvd/Petah Tikva
שד.רש"י/רבנו תם,EN,Rashi Blvd/Rabenu Tam
שד.ששת הימים/שד.ארגמן,EN,Sheshet HaYamim Blvd/Argaman Blvd
שדה אילן,EN,Sde Ilan
שדה אליהו,EN,Sde Eliyahu
שדה אליעזר,EN,Sde Eli'ezer
שדה אליעזר 1,EN,Sde Eli'ezer 1
שדה אליעזר 2,EN,Sde Eli'ezer 2
שדה אליעזר 3,EN,Sde Eli'ezer 3
שדה אליעזר 4,EN,Sde Eli'ezer 4
שדה אליעזר 5,EN,Sde Eli'ezer 5
שדה אליעזר 6,EN,Sde Eli'ezer 6
שדה אליעזר 7,EN,Sde Eli'ezer 7
שדה אליעזר 8,EN,Sde Eli'ezer 8
שדה אליעזר כניסה,EN,Sde Eli'ezer Entry
שדה בוקר,EN,Sde Boker
שדה בוקר/מרכז,EN,Sde Boker - Center
שדה בר,EN,Sde Bar
שדה בר/מרכז,EN,Sde Bar/Center
שדה דוד,EN,Sde David
שדה ורבורג,EN,Sde Warburg
שדה יואב,EN,Sde Yoav
שדה יואב מרכז,EN,Sde Yoav Center
שדה יעקב,EN,Sde Ya'akov
'שדה יעקב א,EN,Sde Ya'akov A
שדה יצחק,EN,Sde Itzhak
שדה משה,EN,Sde Moshe
שדה נחום,EN,Sde Nahum
שדה נחמיה,EN,Sde Nehemya
שדה נחמיה 2,EN,Sde Nehemya 2
שדה נחמיה/ההרחבה,EN,Sde Nehemya/HaHarhava
שדה ניצן,EN,Sde Nitsan
שדה ניצן מרכז,EN,Sde Nitsan Center
שדה עוזיהו,EN,Sde Uziyahu
'שדה עוזיהו ב,EN,She Uziyahu B
שדה עוזיהו/מגדל המים,EN,Sde Uziyahu/Migdal Hamayim
שדה עוזיהו/מגרש כדורגל,EN,Sde Uziyahu/Football Field
שדה צבי,EN,Sde Tsvi
שדה צבי א,EN,Sde Tsvi A
שדה צבי ב,EN,Sde Tsvi B
שדה תעופה בן גוריון/טרמינל 1,EN,Airport/Termin 1
שדה תעופה בן גוריון/טרמינל 3,EN,Airport/Termin 3
שדה תעופה חיפה,EN,Haifa Airport
שדה תעופה עובדה,EN,Uvda Airport
שדה תעופה רמון,EN,Ramon Airport
שדות ים,EN,Sdot Yam
שדות מיכה,EN,Sdot Mikha
שדות נגב,EN,Sdot Negev
שדות שעב,EN,Sdot Sha'ab
שדות/חולית,EN,Sadot/Holit
שדות/עומר,EN,Sadot/Omer
שדי אברהם,EN,Sde Avraham
שדי אברהם מרכז,EN,Sde Avraham Center
שדי חמד,EN,Sde Hemed
שדי תרומות,EN,Sde Trumot
שדמה,EN,Shdema
שדמות דבורה,EN,Shadmot Dvora
שדמות מחולה,EN,Shadmot Mehola
שדמות מחולה/כביש 90,EN,Shadmot Mehola/Road 90
שדצבי גרינברג,EN,Tsvi Grinberg BLVD
שדרה 5 / 2040,EN,Avenue 5/2040
שדרה 5/מיכאל נאמן,EN,5 Ave./Michael Neeman
שדרות,EN,Sderot
שדרות אבא אבן/אריה שנקר,EN,Abba Eban Boulevard/Arye Shenkar
שדרות אבא חושי,EN,Abba Hushi Boulevard
שדרות אבא חושי/ח'לת עביד,EN,Boulevard Abba Hushi/Halat Abid
שדרות אביב/כ"ט בנובמבר,EN,Aviv Boulevard/KafTet BeNovember
שדרות אביי ורבא /יהודה הנשיא,EN,Abaye VeRava Blvd/Yehuda HaNasi
שדרות אביי ורבא /רבי עקיבא,EN,Abaye VeRava Blvd/Rabi Akiva
שדרות אביי ורבא/רבי טרפון,EN,Abay VeRaba Boulevard/Rabbi Tarfon
שדרות אבני החושן/שוהם,EN,Avnei HaHoshen Boulevard/Shoham
שדרות אבץ,EN,Avats Blvd
שדרות אבץ/רחבת אייר,EN,Avats Boulevard/Iyar Plaza
שדרות אבץ/שדרות יהלום,EN,Avats Blvd/Yahalom Blvd
שדרות אבץ/שדרות ישראל פולק,EN,Avats Blvd/Israel Polak Blvd
שדרות אבץ/שדרות צורן,EN,Avatz Boulevard/Tzoran Boulevard
שדרות אדם,EN,Adam Boulevard
שדרות אדם/437,EN,Adam Boulevard/437
שדרות אדם/בשמת,EN,Adam Blvd/Bosmat
שדרות אדם/הרדוף הנחלים,EN,Adam Boulevard/Harduf Hanehalim
שדרות אדם/יסמין,EN,Adam Boulevard/Yasmin
שדרות אדם/לבונה,EN,Adam Boulevard/Levona
שדרות אדם/סביון,EN,Adam Boulevard/Savyon
שדרות אהרון קציר/יעקב כהן,EN,Aharon Katsir Boulevard/Ya’akov Cohen
שדרות אהרון קציר/כפר אז"ר,EN,Aharon Katzir Boulevard/Kfar Azar
שדרות אהרון קציר/מנדס,EN,Aharon Katzir Boulevard/Mendes
שדרות אהרון קציר/שמחה הולצברג,EN,Aharon Katzir Boulevard/Simcha Holtzberg
שדרות אהרונוביץ/אוסקר כהן,EN,Aharonovich Boulevard/Oscar Cohen
שדרות אורי צבי גרינברג,EN,Uri Tsvi Greenberg Boulevard
שדרות אורי צבי גרינברג/דרך אביטל אביגדור,EN,Uri Zvi Greenberg Boulevard/Avital Avigdor Road
שדרות אורי צבי גרינברג/הר בוקר,EN,Uri Tsvi Grinberg/Har Boker
שדרות אורי צבי גרינברג/יעקב מרש,EN,Uri Zvi Greenberg Boulevard/Yaakev Marsh
שדרות אורי צבי גרינברג/שדרות צהל,EN,Uri Zvi Greenberg Blvd/Tsahal Blvd
שדרות אלטלנה/הנביאים,EN,Altalena Blvd/HaNevi'im
שדרות אלטלנה/הרפואה,EN,Altalena Blvd/HaRefu'a
שדרות אלטלנה/שדרות עובד בן עמי,EN,Altalena Blvd/Oved Ben Ami Blvd
שדרות אלי לנדאו/השונית,EN,Eli Landau Boulevard/HaShunit
שדרות אליהו כ"ץ/אטד,EN,Eliyahu katz/Atad
שדרות אליהו סעדון/סקלאר לו,EN,Eliyahu Sa'adon Boulevard/Sklare Loo
שדרות אליהו/לילך,EN,Eliyahu Boulevard/Lilakh
שדרות אליהו/מוהליבר,EN,Eliyahu Boulevard/Mohliver
שדרות אליעזר בן יהודה/חוצות היוצר,EN,Eli'ezer Ben Yehuda  Blvd/Hutsot HaYotser
שדרות אליעזר קפלן ב,EN,Eli'ezer Kaplan Boulevard B
שדרות אלכסנדר/האדר,EN,Alexander Blvd/HeAdar
שדרות אלכסנדר/הירדן,EN,Alexander Blvd/HaYarden
שדרות אלכסנדר/יצחק רבין,EN,Alexander Blvd./Yitzhak Rabin
שדרות אמירים/המגל,EN,Amirim Boulevard/HaMagal
שדרות אפרים/אצ"ל,EN,Efrayim Boulevard/Etzel
שדרות אפרים/עצמאות,EN,Efrayim Boulevard/Atsma'ut
שדרות ארגמן/ברקת,EN,Argaman Boulevard/Bareket
שדרות ארגמן/דרך מצרים,EN,Argaman Boulevard/Derekh Mitsrayim
שדרות ארגמן/שדרות חטיבת הנגב,EN,Argaman Boulevard/Hativat HaNegev Boulevard
שדרות ארגמן/שכונת צאלים,EN,Argaman BLVD/Tse'elim Neighborhood
שדרות אריאל שרון/האנפה,EN,Ariel Sharon Boulevard/HaAnafa
שדרות אריאל שרון/המלאכה,EN,Ariel Sharon Boulevard/HaMelacha
שדרות אריאל שרון/הנרי מלכה,EN,Ariel Sharon Boulevard/Henri Malka
שדרות אריאל שרון/השחף,EN,Ariel Sharon Boulevard/HaShahaf
שדרות אריאל שרון/השיבולים,EN,Ariel Sharon Boulevard/HaShibolim
שדרות אריאל שרון/יגאל אלון,EN,Ariel Sharon Boulevard / Yigal Alon
שדרות אריאל שרון/כביש 25,EN,Ariel Sharon Boulevard / 25 Highway
שדרות אריאל שרון/מצדה,EN,Ariel Sharon Boulevard/Masada
שדרות אריאל שרון/נרקיסים,EN,Ariel Sharon Boulevard/Narkisim
שדרות אריאל שרון/עזריקם,EN,Ariel Sharon Blvd/Azrikam
שדרות אריאל שרון/שדרות הרצל,EN,Ariel Sharon Boulevard / Herzl Boulevard
שדרות אריאל שרון/שדרות מנחם בגין,EN,Ariel Sharon Boulevard/Menahem Begin Boulevard
שדרות אריה תגר/שדרות הציונות,EN,Arie Tagar Boulevard/HaZionut Boulevard
שדרות אריה תגר/שדרות ירושלים,EN,Arie Tagar Boulevard/Yerushalayim Boulevard
שדרות אריק שרון,EN,Arik Sharon Blvd
שדרות אריק שרון/שדרות קרן הידידות,EN,Arik Sharon Blvd/Keren HaYedidut Blvd
שדרות אשכול,EN,Eshkol Blvd.
שדרות אתרי המקרא/הרב עובדיה יוסף,EN,Atarei HaMikra Boulevard/HaRav Ovadia Yosef
שדרות בגין/בן גוריון,EN,Begin Boulevard/Ben Gurion
שדרות בגין/הברוש,EN,Begin Blvd/HaBrosh
שדרות בגין/הדרים,EN,Begin Boulevard/Hadarim
שדרות בגין/היסעור,EN,Begin Boulevard/HaYas'ur
שדרות בגין/הראשונים,EN,Begin Boulevard/HaRishonim
שדרות בגין/השחף,EN,Begin Boulevard/HaShahaf
שדרות בגין/השחר,EN,Begin Boulevard/HaShahar
שדרות בגין/ז'בוטינסקי,EN,Begin boulevard/Jabotinski
שדרות בגין/יוהנה ז'בוטינסקי,EN,Begin Boulevard/Yohana Jabotinsky
שדרות בגין/ירושלים הבירה,EN,Begin Boulevard/Yerushalayim HaBira
שדרות בגין/כביש 562,EN,Begin Boulevard/Road 562
שדרות בגין/כנרת,EN,Begin Boulevard/Kinneret
שדרות בגין/עמיעד,EN,Begin Boulevard/Ami'ad
שדרות בגין/צבעוני,EN,Begin Boulevard/Tsivoni
שדרות בגין/קהילת ציון,EN,Begin Boulevard/Kehilat Tsiyon
שדרות בגין/שפירא,EN,Begin Boulevard/Shapira
שדרות בגין/שרת,EN,Begin Avenue/Sharet
שדרות ביאליק/עירייה,EN,Bialik Boulevard/City Hall
שדרות בית הכרם,EN,Bet HaKerem Boulevard
שדרות בית הכרם/שדרות נשיאי ישראל,EN,Bet HaKerem Blvd/Nesi'e Israel Blvd
שדרות בית הלל/ יציאה מהעיר,EN,Bet Hillel Blvd/City Exit
שדרות בית הלל/חפץ חיים,EN,Beit Hillel Boulevard/Chafetz Chaim
שדרות בית הלל/כניסה לעיר,EN,Bet Hillel Blvd/City Entry
שדרות בית הלל/מסילת ישרים,EN,Bet Hillel Blvd/Mesilat Yesharim
שדרות בית הלל/מרכז מסחרי,EN,Bet Hillel Blvd/Shopping Center
שדרות בית הלל/עטרת שלמה,EN,Bet Hillel Blvd/Ateret Shlomo
שדרות בית הלל/שדרות אביי ורבא,EN,Beit Hillel Boulevard/Abaye and Rava Boulevard
שדרות בית שמאי/רש"י,EN,Beit Shamay/Rashi
שדרות בית שמאי/שדרות בית הלל,EN,Bet Shamay Blvd/Bet Hilel Blvd
שדרות בן אב"י/שדרות בנימין,EN,Ben Avi Boulevard/Binyamin Boulevard
שדרות בן אב''י/פתח תקווה,EN,Ben Avi Avenue/Petah Tikva
שדרות בן גוריון,EN,Ben Gurion Boulevard
שדרות בן גוריון/ שדרות בגין,EN,Ben Gurion Boulevard/Begin Boulevard
שדרות בן גוריון/אשתאול,EN,Ben Gurion Boulevard/Eshta'ol
שדרות בן גוריון/בית ספר החורש,EN,Ben Gurion Boulevard/HaHoresh School
שדרות בן גוריון/בן יהודה,EN,Ben Gurion Boulevard/Ben Yehuda
שדרות בן גוריון/גולדה מאיר,EN,Ben Gurion/Golda
שדרות בן גוריון/דווייט דייוויד איזנהאואר,EN,Ben Gurion Blvd/Dwight David Eisenhower
שדרות בן גוריון/דקר,EN,Ben Gurion Boulevard/Dakar
שדרות בן גוריון/דרך הנחלים,EN,Ben Gurion Boulevard/HaNehalim Road
שדרות בן גוריון/דרך מנחם בגין,EN,Ben Gurion Boulevard/Menachem Begin Road
שדרות בן גוריון/האלה,EN,Ben Gurion Avenue/Ha'Ela
שדרות בן גוריון/הגפן,EN,Ben Gurion Blvd/HaGefen
שדרות בן גוריון/הדרור,EN,Sderot Ben Gurion/Hadror
שדרות בן גוריון/החשמונאים,EN,Ben Gurion Boulevard/Hahashmona'im
שדרות בן גוריון/הכרכום,EN,Ben Gurion Boulevard/HaKarkum
שדרות בן גוריון/הנרקיס,EN,Ben Gurion Boulevard/HaNarkis
שדרות בן גוריון/הנרקיסים,EN,Ben Gurion Boulevard/HaNarkisim
שדרות בן גוריון/הנשיא,EN,Ben Gurion Boulevard/HaNassi
שדרות בן גוריון/הרצל,EN,Ben Gurion Boulevard/Herzl
שדרות בן גוריון/זלמן שניאור,EN,Ben Gurion Blvd/Zalman Shneur
שדרות בן גוריון/חבצלת החוף,EN,Ben Gurion Boulevard/Havatzelet HaHof
שדרות בן גוריון/חזית הדרום,EN,Ben Gurion Boulevard/Hazit HaDarom
שדרות בן גוריון/חיים הרצוג,EN,Ben Gurion Blvd
שדרות בן גוריון/חיים וייצמן,EN,B.Gurion/Weizman
שדרות בן גוריון/טטרואשווילי,EN,Sderot Ben Gurion/Tatroshvili
שדרות בן גוריון/יגאל הורביץ,EN,Ben Gurion Boulevard/Igael Hurvitz
שדרות בן גוריון/יהודה הלוי,EN,B.Gurion/HaLevy
שדרות בן גוריון/יהודה שטיין,EN,Sderot Ben Gurion/Yehuda Stein
שדרות בן גוריון/כביש 57,EN,Ben Gurion boulevard/57 highway
שדרות בן גוריון/כורש,EN,Ben Gurion Blvd/Koresh
שדרות בן גוריון/מיכאל,EN,Ben Gurion Avenue/Michael
שדרות בן גוריון/מישל באקוס,EN,Ben Gurion Boulevard/Michel Bacos
שדרות בן גוריון/מנדס,EN,Ben Gurion Blvd/Mendes
שדרות בן גוריון/נלי זקס,EN,B.Gurion/N.Zaks
שדרות בן גוריון/עוזי חיטמן,EN,Ben Gurion Boulevard/Uzi Hitman
שדרות בן גוריון/פינס,EN,Ben Gurion Boulevard/Pines
שדרות בן גוריון/צהלה,EN,Ben Gurion Blvd/Tsahala
שדרות בן גוריון/קהילת צפת,EN,Ben Gurion Blvd/Kehilat Tsfat
שדרות בן גוריון/שדרות אהרון קציר,EN,Ben Gurion Blvd/Aharon Katzir Blvd
שדרות בן גוריון/שדרות בן אב"י,EN,Ben Gurion Boulevard/Ben Avi Boulevard
שדרות בן גוריון/שדרות הדקל,EN,Ben Gurion Boulevard/HaDekel Boulevard
שדרות בן גוריון/שילה,EN,Ben Gurion Blvd/Shilo
שדרות בן עמי/צהלה,EN,Ben Ami Blvd/Tsahala
שדרות בן פורת/אפרים גואטה,EN,Ben Porat Boulevard/Ephraim Gueta
שדרות בן פורת/הל"ה,EN,Ben Porat Boulevard/HaLamed He
שדרות בן פורת/הראשונים,EN,Ben Porat Boulevard/HaRishonim
שדרות בן צבי/דרך יחיעם,EN,Ben Tsvi Boulevard/Yehi'am Road
שדרות בן צבי/הנגב,EN,Ben Tsvi Boulevard/HaNegev
שדרות בן צבי/הרב שמואל ברוך,EN,Ben Zvi Blvd/HaRav Shmuel Barukh
שדרות בן צבי/שדרות אגם כנרת,EN,Ben Tsvi Boulevard/Agam Kineret Boulevard
שדרות בנ"צ כרמל/דרך אליהו נאוי,EN,Bents Carmel Blvd/Eliyahu Nawi Rd
שדרות בנ"צ כרמל/זבולון המר,EN,Benz Carmel Boulevard/Zevulun Hammer
שדרות בנ"צ כרמל/משה ברזאני,EN,Benz Carmel Boulevard/Moshe Barazani
שדרות בנ"צ כרמל/שדרות אורי צבי גרינברג,EN,Ben Tsyon Carmel blvd/Uri Tzvi Grinberg blvd
שדרות בני ברית/אפרסק,EN,Bne Brit Boulevard/Afarsek
שדרות בני ברית/יותם המלך,EN,Bne Brit Boulevard/Yotam HaMelekh
שדרות בני ברית/יצחק הנשיא,EN,Bne Brit Boulevard/Yitshak HaNassi
שדרות בני ברית/שדרות יצחק רבין,EN,Bne Brit Boulevard/Yitshak Rabin Boulevard
שדרות בני ברית/שדרות עובד בן עמי,EN,Bne Brit Boulevard/Oved Ben Ami Boulevard
שדרות בנימין/טשרניחובסקי,EN,Binyamin Boulevard/Tchernichovsky
שדרות בנימין/שער הגיא,EN,Binyamin Blvd/Sha'ar HaGay
שדרות בר יהודה/גולן,EN,Bar Yehuda Avenue/Golan
שדרות בר יהודה/כנען,EN,Bar Yehuda Boulevard/Canaan
שדרות בר יהודה/צבי צור,EN,Bar Yehuda Avenue/Tzvi Tzur
שדרות בר לב/זקס,EN,Bar Lev Boulevard/Zachs
שדרות ברוך בוארון/הקונגרס,EN,Barukh Buaron Blvd/HaKongres
שדרות ברוך בוארון/שדרות מאיר זנזורי,EN,Barukh Buaron Blvd/Meir Zanzuri
שדרות ברוך בוארון/שדרות רחבעם זאבי,EN,Barukh Boaron Blvd/Rehav'am Ze'evi Blvd
שדרות גולדה מאיר/אברהם רקנאטי,EN,Golda Meir Boulevard/Avraham Rakanati
שדרות גולדה מאיר/בנימין מינץ,EN,Golda Meir Boulevard/Binyamin Mintz
שדרות גולדה מאיר/גבעת משה,EN,Golda Meir Boulevard/Giv'at Moshe
שדרות גולדה מאיר/דיקלה,EN,Golda Me'ir BLVD/Dikla
שדרות גולדה מאיר/המשורר אצ"ג,EN,Golda Meir Boulevard/HaMeshorer Atsag
שדרות גולדה מאיר/הרב הרצוג,EN,Golda Meir Boulevard/HaRav Herzog
שדרות גולדה מאיר/הרטום,EN,Golda Meir Avenue/Hartum
שדרות גולדה מאיר/זלמן ארן,EN,Golda Me'ir Blvd/Zalman Aran
שדרות גולדה מאיר/יצחק מירסקי,EN,Golda Meir Boulevard/Yitshak Mirsky
שדרות גולדה מאיר/משעול קיפניס,EN,Golda Meir Boulevard/Kipnis Alley
שדרות גולדה מאיר/סטרומה,EN,Golda Meir Boulevard/Struma
שדרות גולדה מאיר/פנחס רוזן,EN,Golda Me'ir BLVD/Pinkhas Rosen
שדרות גושן/דבורה,EN,Goshen Boulevard/Dvora
שדרות גיבורי ישראל/האומנות,EN,Gibore Israel Blvd/HaOmanut
שדרות גיבורי ישראל/הבונים,EN,Gibore Israel Boulevard/HaBonim
שדרות גיבורי ישראל/היצירה,EN,Gibore Israel Boulevard/HaYetsira
שדרות גיבורי ישראל/התרופה,EN,Gibore Israel Boulevard/HaTrufa
שדרות גת/אליהו הנביא,EN,Gat Boulevard/Eliyahu HaNavi
שדרות גת/גולני,EN,Gat Blvd/Golani
שדרות גת/החייל האלמוני,EN,Gat Boulevard/HaHayal Ha'Almoni
שדרות גת/המאבק,EN,Gat Boulevard/HaMa'avak
שדרות גת/המרגלית,EN,Gat Boulevard/HaMargalit
שדרות גת/הציפורן,EN,Gat Boulevard/HaTsiporen
שדרות גת/הקוממיות,EN,Gat Boulevard/HaKomemiyut
שדרות גת/מבוא בנימין,EN,Gat Boulevard/Mevo Binyamin
שדרות גת/מבוא ישעיהו,EN,Gat Boulevard/Mevo Yesha'yahu
שדרות גת/משעול הירדן,EN,Gat Boulevard/HaYarden Alley
שדרות גת/משעול חיל ההנדסה,EN,Gat Boulevard/Hel HaHandasa Alley
שדרות גת/ראובן,EN,Gat Boulevard/Re'uven
שדרות גת/שבטי ישראל,EN,Gat Boulevard/Shivte Israel
שדרות גת/שדרות לכיש,EN,Gat Boulevard/Lakhish Boulevard
שדרות דגניה/שדרות ורבורג,EN,Dganya Boulevard/Warburg Boulevard
שדרות דואני/האלון,EN,Du'ani Boulevard/Ha'Alon
שדרות דואני/הערבה,EN,Du'ani Boulevard/Ha'Arava
שדרות דואני/שבזי,EN,Dueni Blvd/Shabazi
שדרות דואני/שדרות ירושלים,EN,Du'ani Boulevard/Yerushalayim Boulevard
שדרות דוד בן גוריון/ארלוזורוב,EN,David Ben Gurion BLVD/Arlozorov
