מקט,קו,מפעילה,מסלול,נסיעות ביום,מהן נגישות,אחוז נגיש
12411,411,אגד,קניון איילון-בני ברק<->חניון רכבת מלחה/הורדה-ירושלים-16,224,0,0%
14597,597,מטרופולין,רבן יוחנן בן זכאי/רבי טרפון-אלעד<->תיכון בית רחל-קוממיות-10,18,0,0%
12412,412,אגד,הרב אברהם רביץ/הרב וינוגרד-ירושלים<->קניון איילון-בני ברק-36,17,0,0%
17409,409,אגד,תחנה תפעולית/ביטוח לאומי-ירושלים<->קניון איילון-בני ברק-3#,185,0,0%
38098,98,קווים,ההדרים/עממי-אבן יהודה<->ת. מרכזית נתניה-נתניה-20,33,0,0%
20143,143,נתיב אקספרס,העיר העתיקה-עכו<->חניון שפרעם/תאופיק זיאד-שפרעם-2#,46,0,0%
12345,345,אלקטרה אפיקים תחבורה,מסוף תל ציון-כוכב יעקב<->שדרות שז''ר/בנייני האומה-ירושלים-2#,229,0,0%
13411,411,אלקטרה אפיקים תחבורה,עירייה-ביתר עילית<->'מיצד א-אספר-2#,54,0,0%
15380,380,אלקטרה אפיקים תחבורה,שד. כלב בן יפונה/דוד המלך-קרית ארבע<->ת. מרכזית ירושלים/הורד,181,0,0%
10440,440,אלקטרה אפיקים תחבורה,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת. מרכזית ירושלי,28,0,0%
15489,489,דרך אגד עוטף ירושלים,חניון הלאום/שד' הנשיא השישי-ירושלים<->אזור תעשיה-ראש העין-20,21,0,0%
16217,217,קווים,ממילא/קריב-ירושלים<->בריכה/עמק דותן-מודיעין מכבים רעות-27,10,0,0%
16117,117,קווים,חניון הלאום-ירושלים<->שדרות החשמונאים/לב העיר-מודיעין מכבים ,87,0,0%
15255,255,אלקטרה אפיקים,בית עלמין-ראש העין<->מוריה/שד. ירושלים-אריאל-11,72,0,0%
13413,413,אגד,מסוף הר נוף/בית הדפוס-ירושלים<->קניון איילון-בני ברק-36,15,0,0%
18230,230,גלים,מסוף שער העיר/איסוף-קרית גת<->ת.רכבת נתיבות/רציפים-נתיבות-20,66,0,0%
10321,321,אגד,מלון הוד המדבר-תמר<->הרצל/מ.כיתן-דימונה-29,4,0,0%
14856,856,סופרבוס,ת. מרכזית טבריה/השילוח-טבריה<->הר''ן/קדושת לוי-ביתר עילית-10,22,0,0%
16272,272,אגד,ששת הימים/יום הכיפורים-רחובות<->מסוף רדינג/הורדה-תל אביב יפו,13,0,0%
12594,594,גלים,קניון איילון-בני ברק<->שד.הרצל/משעול איריס-אופקים-20,111,0,0%
12498,498,גלים,מרכז תחבורתי הארזים/בינעירוני-ירושלים<->בית יוסף/הגבעה-תפרח-,30,0,0%
14598,598,גלים,קניון איילון-בני ברק<->בית יוסף/הגבעה-תפרח-20,39,0,0%
11593,593,גלים,קניון איילון-בני ברק<->בית יוסף/הגבעה-תפרח-20,102,0,0%
17450,450,קווים,יהודה שטיין/שד. דוד רזיאל-רמלה<->מסוף אוניברסיטת ת''א/הורדה-,13,0,0%
16499,499,גלים,מרכז תחבורתי הארזים/בינעירוני-ירושלים<->שד.הרצל/משעול איריס-,85,0,0%
12592,592,גלים,קניון איילון-בני ברק<->ת.רכבת נתיבות/רציפים-נתיבות-20,49,0,0%
43019,19,תנופה,הארבל/שורק-אורנית<->תחנת רכבת ראש העין צפון/רציפים-ראש העין-,20,0,0%
40020,20,תנופה,תחנת רכבת ראש העין צפון/רציפים-ראש העין<->בית כנסת עץ אפריים,11,0,0%
22073,73,תנופה,ת. מרכזית נתניה/רציפים-נתניה<->גני ילדים/היובל-קדומים-20,33,0,0%
44093,93,תנופה,מסוף רעננה/רציפים-רעננה<->גולן/גן ציבורי-אלפי מנשה-20,104,0,0%
36095,95,תנופה,החרש/עמל-פתח תקווה<->מוריה/שד. ירושלים-אריאל-20,61,0,0%
13100,100,תנופה,תחנת רכבת ראש העין צפון/רציפים-ראש העין<->מוריה/שד. ירושלים-,22,0,0%
13251,251,תנופה,קניון אדומים-מעלה אדומים<->מוריה/שד. ירושלים-אריאל-20,2,0,0%
13291,291,תנופה,ת. מרכזית מודיעין מכבים רעות-מודיעין מכבים רעות<->מוריה/שד. ,2,0,0%
17293,293,תנופה,ת. מרכזית רמלה-רמלה<->מוריה/שד. ירושלים-אריאל-20,6,0,0%
13586,586,תנופה,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מוריה/שד. ירושל,65,0,0%
11961,961,תנופה,מרכז אלמוג/דרך הציונות-אריאל<->מוריה/יפה נוף-אריאל-10,4,0,0%
32086,86,תנופה,החרש/עמל-פתח תקווה<->מוריה/שד. ירושלים-אריאל-20,76,0,0%
12186,186,תנופה,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מוריה/שד. ירושל,63,0,0%
12189,189,תנופה,אזור התעשייה-בני ברק<->הרב פנחס לוין/נתיבות שלום-עמנואל-20,77,0,0%
16284,284,תנופה,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->מוריה/שד. ירושלים-ארי,24,0,0%
10286,286,תנופה,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מוריה/שד. ירושל,82,0,0%
14386,386,תנופה,ת.מרכזית תל אביב קומה 7/רציפים-תל אביב יפו<->מוריה/שד. ירושל,16,0,0%
11486,486,תנופה,החרש/עמל-פתח תקווה<->מוריה/שד. ירושלים-אריאל-20,14,0,0%
13215,215,קווים,משך חוכמה ב-מודיעין עילית<->אזור התעשייה-בני ברק-10,9,0,0%
10974,974,מטרופולין,תחנה תפעולית/נחל גיבורים-חיפה<->רבן יוחנן בן זכאי/שמעיה-אלעד,31,0,0%
13162,162,קווים,חוף ראשון לציון-ראשון לציון<->שדרות החשמונאים/לב העיר-מודיעי,92,0,0%
11468,468,גלים,בי''ס אלמותנבי-כסיפה<->ת.מרכזית אשקלון/הורדה-אשקלון-10,4,0,0%
10684,684,מטרופולין,מגדל מים-תל שבע<->מכללת אחוה-באר טוביה-2#,4,0,0%
17068,68,סופרבוס,מסוף מגדל העמק/רציפים-מגדל העמק<->נופית/יציאה-נופית-20,16,0,0%
13294,294,תנופה,ת. מרכזית רחובות/רציפים-רחובות<->מוריה/שד. ירושלים-אריאל-20,6,0,0%
13295,295,תנופה,דרך רון נחמן/גילה-אריאל<->שדרות בן צבי/הרב שמואל ברוך-ירושלי,3,0,0%
11962,962,תנופה,העצמאות/גנים-אריאל<->אפרתה/מבצע קדש-אריאל-10,4,0,0%
11964,964,תנופה,חושן/בזלת-אריאל<->יפתח/צה''ל-אריאל-10,4,0,0%
10947,947,אגד,ת. רכבת קרית אריה-פתח תקווה<->ת. רכבת חוף הכרמל-חיפה-1ב,81,0,0%
19200,200,אגד,חונים נוסעים ראשון לציון/יוסף טומי לפיד-ראשון לציון<->יוסף ט,83,0,0%
22025,25,תנופה,קידמה/התמדה-חריש<->בריכה-שקד-20,40,0,0%
24296,296,תנופה,בן ציון מיכאלי/יוסף נבו-הרצליה<->מוריה/שד. ירושלים-אריאל-20,6,0,0%
12260,260,אלקטרה אפיקים,השונית/יורדי ים-הרצליה<->בית העלמין-ראש העין-20,138,0,0%
26054,54,תנופה,קניון קרני שומרון-קרני שומרון<->מוריה/שד. ירושלים-אריאל-20,31,0,0%
31055,55,תנופה,היובל/הגיתית-קדומים<->מוריה/שד. ירושלים-אריאל-20,30,0,0%
12600,600,תנופה,שדרות האמוראים/תלמוד בבלי-בית שמש<->שדרות שז''ר/בנייני האומה,226,0,0%
15134,134,תנופה,מסוף רעננה/רציפים-רעננה<->גולן/גן ציבורי-אלפי מנשה-20,9,0,0%
10954,954,אגד,קופת חולים/העצמאות-קרית אתא<->חזון אי''ש/האדמור מנדבורנא-בני,10,0,0%
14276,276,אגד,המלך חסן השני/בוסי סנט ג'ורג-קרית עקרון<->ת. רכבת תל אביב - ,63,0,0%
11617,617,תנופה,קרית מדע ב'-ירושלים<->מסוף אליהו הנביא-בית שמש-15,333,0,0%
11618,618,תנופה,קרית מדע ב'-ירושלים<->מסוף אליהו הנביא-בית שמש-15,446,0,0%
10619,619,תנופה,קרית מדע ב'-ירושלים<->זכריה הנביא/נריה הנביא-בית שמש-15,330,0,0%
11614,614,תנופה,מסוף אליהו הנביא/איסוף-בית שמש<->וולפסון/קפלן-ירושלים-20,14,0,0%
21060,60,תנופה,מוריה/שד. ירושלים-אריאל<->אלון מורה/ישיבה-אלון מורה-20,31,0,0%
23058,58,תנופה,אלון מורה/ישיבה-אלון מורה<->מוריה/שד. ירושלים-אריאל-10,15,0,0%
25059,59,תנופה,מוריה/שד. ירושלים-אריאל<->הר ברכה/קשתי-ברכה-20,18,0,0%
10869,869,סופרבוס,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->ת.מרכזית עפולה/הורדה-,16,0,0%
12440,440,תנופה,ת. מרכזית נתניה/רציפים-נתניה<->מוריה/שד. ירושלים-אריאל-20,5,0,0%
13390,390,תנופה,הרב פנחס לוין/נתיבות שלום-עמנואל<->מסילת ישרים/שדרות בית הלל,48,0,0%
13257,257,תנופה,עמל/שלמה מיכאליס-פתח תקווה<->לבונה/שדרות ניצנים-בית אריה-20,24,0,0%
26078,78,תנופה,תחנת רכבת ראש העין צפון/רציפים-ראש העין<->קופת חולים לאומית/,40,0,0%
11267,267,תנופה,מסוף שכונה ירוקה-כפר סבא<->מוריה/שד. ירושלים-אריאל-20,24,0,0%
11276,276,תנופה,ת. מרכזית חדרה-חדרה<->מוריה/שד. ירושלים-אריאל-20,8,0,0%
11960,960,תנופה,ביה''ס אור זבולון/הנגב-אריאל<->מוריה/נווה שאנן-אריאל-20,4,0,0%
25050,50,תנופה,'עמל א-ראש העין<->מוריה/שד. ירושלים-אריאל-20,13,0,0%
11228,228,אגד,ת. רכבת גני אביב-לוד<->יוסף טומי לפיד/דרך ההצלחה-ראשון לציון,58,0,0%
11384,384,אלקטרה אפיקים תחבורה,שד. כלב בן יפונה/דוד המלך-קרית ארבע<->ת. מרכזית ירושלים/הורד,21,0,0%
10638,638,תנופה,שד.נהר הירדן/רבי יוחנן בן זכאי-בית שמש<->הרטום/שדרות גולדה מ,19,0,0%
10639,639,תנופה,זכריה הנביא/שדרות האמוראים-בית שמש<->הרטום/שדרות גולדה מאיר-,15,0,0%
12140,140,מטרופולין,ת. רכבת קרית אריה-פתח תקווה<->קלנסווה/יציאה צפונית-קלנסווה-2,212,0,0%
11348,348,קווים,שדרות בית שמאי/שדרות בית הלל-מודיעין עילית<->גבעת התחמושת/שר,48,0,0%
12318,318,קווים,משך חוכמה ב-מודיעין עילית<->גבעת התחמושת/שרגאי-ירושלים-10,15,0,0%
12328,328,קווים,גבעת התחמושת/שרגאי-ירושלים<->אור החיים ט-מודיעין עילית-20,48,0,0%
13416,416,אגד,תחנה תפעולית/ביטוח לאומי-ירושלים<->קניון איילון-בני ברק-3#,439,0,0%
13142,142,מטרופולין,ת. רכבת קרית אריה-פתח תקווה<->מסוף צור יגאל/כוכב יאיר-כוכב י,268,0,0%
11957,957,אגד,מעלות דוד-רכסים<->חזון אי''ש/האדמור מנדבורנא-בני ברק-2א,7,0,0%
17246,246,קווים,שדרות חיים ברלב/שרגאי-ירושלים<->אהל שרה/בנין דוד-ביתר עילית-,122,0,0%
10629,629,תנופה,הרב אברהם רביץ-ירושלים<->זכריה הנביא/שדרות האמוראים-בית שמש-,8,0,0%
14150,150,תנופה,המלכים/הגדוד העברי-נתניה<->הרב פנחס לוין/נתיבות שלום-עמנואל-,18,0,0%
13459,459,דן בדרום,מרכז תחבורתי הארזים/בינעירוני-ירושלים<->שדרות הפלמח/חטיבת כר,14,0,0%
15109,109,נתיב אקספרס,ת.מרכזית עכו/דרך הארבעה-עכו<->מגרש משולב-שעב-2#,52,0,0%
17067,67,נתיב אקספרס,שוק-ביענה<->מרכז טניס-סאג'ור-2א,74,0,0%
11621,621,תנופה,זכריה הנביא/נריה הנביא-בית שמש<->מסוף הר הצופים/מרטין בובר-י,14,0,0%
48087,87,תנופה,אולם ספורט-הר אדר<->יצחק נסים/חרמון-מבשרת ציון-20,84,0,0%
26052,52,נתיב אקספרס,אל ג'רביה ז-פקיעין<->מתחם ביג כרמיאל-כרמיאל-2ב,82,0,0%
28075,75,תנופה,ת. מרכזית נתניה/רציפים-נתניה<->מוריה/שד. ירושלים-אריאל-20,2,0,0%
12288,288,תנופה,היכל המשפט/אבא אבן-ירושלים<->מוריה/שד. ירושלים-אריאל-21,13,0,0%
14152,152,תנופה,החרש/עמל-פתח תקווה<->היובל/הנבל-קדומים-20,12,0,0%
19065,65,תנופה,הדקל/סובה-נופים<->עמל/שלמה מיכאליס-פתח תקווה-10,7,0,0%
12905,905,אגד,ת. מרכזית המפרץ/הורדה-חיפה<->נתב''ג טרמינל 3/קומת תח''צ-נמל ,16,0,0%
11570,570,מטרופולין,קניון איילון-בני ברק<->ת.מרכזית באר שבע/הורדה-באר שבע-1#,12,0,0%
19311,311,נסיעות ותיירות,אזור תעשיה רמת ישי-רמת ישי<->הושעייה-הושעיה-2#,74,0,0%
17292,292,תנופה,ת. מרכזית אשדוד/רציפים-אשדוד<->מוריה/שד. ירושלים-אריאל-20,6,0,0%
11963,963,תנופה,ביה''ס אור זבולון/הנגב-אריאל<->צה''ל/יואב-אריאל-20,4,0,0%
13160,160,קווים,מסוף רכבת קיסריה פרדס חנה/איסוף-פרדס חנה כרכור<->קידמה/התמדה,33,0,0%
13490,490,אגד,תחנה תפעולית/חניון תלפיות-ירושלים<->ת. רכבת תל אביב - סבידור,92,0,0%
14457,457,מטרופולין,מסוף השחר/הרב עובדיה יוסף-דימונה<->מרכז תחבורתי הארזים/הורדה,20,0,0%
10634,634,קווים,מסוף עתידים-תל אביב יפו<->קידמה/התמדה-חריש-20,29,0,0%
17977,977,אגד,מסוף עין התכלת/איסוף-נתניה<->הכלנית/הנורית-אשדוד-2#,8,0,0%
10637,637,תנופה,קרית מדע ב'-ירושלים<->מסוף אליהו הנביא-בית שמש-10,10,0,0%
12308,308,קווים,גן הדסים/שדרות בית הלל-מודיעין עילית<->גבעת התחמושת/שרגאי-יר,9,0,0%
12338,338,קווים,חניון תח''צ/שדרות בית הלל-מודיעין עילית<->גבעת התחמושת/שרגאי,15,0,0%
29062,62,תנופה,הרב פנחס לוין/נתיבות שלום-עמנואל<->אלון מורה/ישיבה-אלון מורה,6,0,0%
12437,437,תנופה,הדקל/סובה-נופים<->ת.מרכזית תל אביב קומה 7/הורדה-תל אביב יפו-,6,0,0%
45018,18,קווים,ברטעה-בסמ''ה<->קובאא אלדאארי א-כפר קרע-20,57,0,0%
12120,120,מטרופולין,בי''ס אלמותנבי-כסיפה<->ת.מרכזית באר שבע/הורדה-באר שבע-2#,17,0,0%
11477,477,מטרופולין,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->מסוף הרכבת/הורדה,40,0,0%
11258,258,מועצה אזורית גולן,מועצה-מסעדה<->ת. מרכזית ק''ש/הורדה-קרית שמונה-12,93,0,0%
14242,242,דן,מסוף בית העלמין/איסוף-בת ים<->מסוף עתידים-תל אביב יפו-20,408,0,0%
10695,695,בית שמש אקספרס,מסוף עתידים-תל אביב יפו<->שדרות האמוראים/רבינא-בית שמש-2#,92,0,0%
11681,681,בית שמש אקספרס,שד. לוי אשכול/שד. יהודה בן זאב-בית שמש<->קניון איילון-בני בר,187,0,0%
10680,680,בית שמש אקספרס,קניון איילון-בני ברק<->אליהו הנביא/הרב שלמה זלמן אויערבך-בית,128,0,0%
12558,558,מועצה אזורית גולן,ת. מרכזית צפת/רציפים-צפת<->כביש 989/כביש 98-מג'דל שמס-20,21,0,0%
10985,985,נתיב אקספרס,ת. מרכזית צפת/רציפים-צפת<->שדרות הפלמח/חטיבת כרמלי-אשדוד-26,59,0,0%
10987,987,נתיב אקספרס,ת. מרכזית צפת/רציפים-צפת<->זכריה הנביא/שדרות האמוראים-בית שמ,60,0,0%
11887,887,נתיב אקספרס,ת. מרכזית צפת/רציפים-צפת<->זכריה הנביא/שדרות האמוראים-בית שמ,38,0,0%
44021,21,תנופה,בית כנסת עץ אפריים/החרוב-עץ אפרים<->תחנת רכבת ראש העין צפון/,13,0,0%
10956,956,אגד,מרכז תחבורתי הארזים/בינעירוני-ירושלים<->מרכז רסקו-נוף הגליל-,58,0,0%
12178,178,מטרופולין,המרכבה/הבנאי-חולון<->מסוף עתידים-תל אביב יפו-2#,264,0,0%
10859,859,סופרבוס,מרכז תחבורתי הארזים/בינעירוני-ירושלים<->ת. מרכזית טבריה/הורד,4,0,0%
10662,662,בית שמש אקספרס,חונים נוסעים ראשון לציון/יוסף טומי לפיד-ראשון לציון<->מסוף ד,6,0,0%
11564,564,נתיב אקספרס,גאיה סנטר-ירכא<->דרך הארבעה/דרך המלאכה-עכו-2ב,104,0,0%
11308,308,נתיב אקספרס,אלרויס/אלזראעיה-טמרה<->ביג פאשן/עיריית נצרת-נצרת-1ב,40,0,0%
14226,226,קווים,שדרות חיים ברלב/שרגאי-ירושלים<->האדמו''ר מרוז'ין/בעל התניא-ב,108,0,0%
14194,194,אגד,ת. רכבת הראשונים-ראשון לציון<->ת. רכבת תל אביב - סבידור/דרך ,87,0,0%
11886,886,קווים,חניון שפירים/איסוף-בית דגן<->שדרות בית שמאי/שדרות בית הלל-מו,18,0,0%
13423,423,גלים,בי''ס אלמותנבי-כסיפה<->חממות-רהט-20,48,0,0%
13425,425,גלים,מגדל מים-תל שבע<->חממות-רהט-20,40,0,0%
13427,427,גלים,בית ספר לחינוך מיוחד-ערערה בנגב<->חממות-רהט-20,32,0,0%
10626,626,קווים,מסוף רעננה/הפנינה-רעננה<->דרך הלורד\אבני-תל מונד-20,16,0,0%
11265,265,דן בדרום,מסוף פארק אופקים-אופקים<->מאגר מים/אריאל שרון-נתיבות-2#,42,0,0%
12802,802,יונייטד טורס,חניון שפירים מערבי ב-בית דגן<->חניון שפירים מערבי ג/הורדה-בי,375,0,0%
13801,801,יונייטד טורס,חניון שפירים מערבי א-בית דגן<->חניון שפירים מערבי ג/הורדה-בי,375,0,0%
12358,358,מועצה אזורית גולן,ת. מרכזית ק''ש/רציפים-קרית שמונה<->מועצה-מסעדה-20,38,0,0%
11803,803,יונייטד טורס,חניון שפירים מערבי ג-בית דגן<->חניון שפירים מערבי ג/הורדה-בי,375,0,0%
13266,266,תנופה,בית כנסת עץ אפריים/החרוב-עץ אפרים<->מוריה/שד. ירושלים-אריאל-,4,0,0%
12885,885,נתיב אקספרס,בית ספר הר יונה/האדמו''ר מבעלזא -נוף הגליל<->שדרות הפלמח/חטי,27,0,0%
33017,17,תנופה,בית כנסת עץ אפריים/החרוב-עץ אפרים<->מסוף אורנית-אורנית-10,2,0,0%
12476,476,דרך אגד עוטף ירושלים,הר שמואל/אבני החושן-גבעת זאב<->אזור התעשייה-בני ברק-20,8,0,0%
15404,404,דרך אגד עוטף ירושלים,מרכז תחבורתי הארזים/בינעירוני-ירושלים<->בתי כנסת/איילת השחר-,189,0,0%
43022,22,מטרופולין,תחנה מרכזית כפ''ס/רציפים-כפר סבא<->נירית/מירון-נירית-1#,116,0,0%
25079,79,תנופה,מסוף רעננה/רציפים-רעננה<->היובל/הנבל-קדומים-20,14,0,0%
10682,682,מטרופולין,מכללת אחוה-באר טוביה<->בית ספר אלמג'ד חורה-חורה-1#,4,0,0%
25014,14א,נתיב אקספרס,ת. רכבת כרמיאל/רציפים-כרמיאל<->בית ג'ן 1-בית ג'ן-2ב,54,0,0%
25015,15א,נתיב אקספרס,ת. רכבת כרמיאל/רציפים-כרמיאל<->בית ג'ן 1-בית ג'ן-2ב,52,0,0%
14472,472,דן בדרום,אלפסי/ילדי אוסלו-נתיבות<->מקיף א'/מורדי הגטאות-אשדוד-2#,10,0,0%
16285,285,מטרופולין,רכבת/מסוף ביג - רציפים-אשדוד<->רבן יוחנן בן זכאי/שמעיה-אלעד-,46,0,0%
11599,599,מטרופולין,תיכון מקיף-אופקים<->רבן יוחנן בן זכאי/שמעיה-אלעד-20,22,0,0%
12341,341,נסיעות ותיירות,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->שוק נוף הגליל-נוף הג,166,0,0%
12475,475,דן בדרום,מסוף פארק אופקים-אופקים<->מקיף א'/מורדי הגטאות-אשדוד-2#,15,0,0%
12254,254,אלקטרה אפיקים,התדהר/דפנה-רעננה<->חבקוק/שדרות בן גוריון-ראש העין-20,48,0,0%
19024,24,מטרופולין,דריג'את-דריג'את<->יהודה/תחנה מרכזית-ערד-21,124,0,0%
12459,459,מטרופולין,מסוף השחר/הרב עובדיה יוסף-דימונה<->מסוף הרכבת/הורדה-בית שמש-,25,0,0%
12231,231,ירושלים-דרום איחוד,מסוף הנביאים-ירושלים<->מסוף הנביאים/הורדה-ירושלים-3#,69,0,0%
24100,100,תנופה,קמפוס ספרא/מסוף כפר ההייטק-ירושלים<->חניון שפירים/הורדה-בית ,126,0,0%
15102,102,תנופה,מסוף הר הצופים/בנימין מזר-ירושלים<->חניון שפירים/הורדה-בית ד,40,0,0%
16118,118,תנופה,חניון רכבת מלחה/דרך יצחק מודעי-ירושלים<->שדרות החשמונאים/לב ,72,0,0%
15391,391,תנופה,קדושת לוי/שלום רב-ביתר עילית<->הרב פנחס לוין/נתיבות שלום-עמנ,48,0,0%
12121,121,תנופה,דרך רון נחמן/גילה-אריאל<->מסוף רדינג/הורדה-תל אביב יפו-10,10,0,0%
21134,134,קווים,בית ספר לבנות בית רבקה-כפר חב''ד<->הר''ן/קדושת לוי-ביתר עילי,28,0,0%
15168,168,קווים,שדרות האמוראים/זכריה הנביא-בית שמש<->הר''ן/קדושת לוי-ביתר עי,76,0,0%
12295,295,קווים,קדושת לוי/שלום רב-ביתר עילית<->כפר שאול/קצנלבוגן-ירושלים-10,5,0,0%
16239,239,קווים,שדרות חיים ברלב/שרגאי-ירושלים<->הר''ן/קדושת לוי-ביתר עילית-2,53,0,0%
11198,198,קווים,בן איש חי/יוסף קארו-בית שמש<->אמרי סופר/הרב אלישיב-ביתר עילי,7,0,0%
10215,215,אגד,תחנת רכבת חיפה מרכז השמונה-חיפה<->כיכר נחל דן/נשיאי ישראל-כר,8,0,0%
12945,945,מטרופולין,הרב עובדיה יוסף/חצב סובה-רכסים<->רבן יוחנן בן זכאי/שמעיה-אלע,24,0,0%
11965,965,תנופה,בית ספר עליזה בגין/בזלת-אריאל<->גנים/הסביונים-אריאל-20,3,0,0%
14296,296,קווים,חניון הרטום-ירושלים<->קדושת לוי/אוהל שרה-ביתר עילית-20,5,0,0%
12509,509,בית שמש אקספרס,שדרות יחד שבטי ישראל/הרב אלישיב-לוד<->שדרות האמוראים/רבינא-ב,20,0,0%
10244,244,אגד,בסיס שורה-סתריה<->קניון איילון/דרך אבא הלל-רמת גן-21,49,0,0%
11388,388,תנופה,אזור התעשייה-בני ברק<->הרב פנחס לוין/נתיבות שלום-עמנואל-24,19,0,0%
11389,389,תנופה,אזור התעשייה-בני ברק<->הרב פנחס לוין/נתיבות שלום-עמנואל-24,56,0,0%
16589,589,תנופה,אזור התעשייה-בני ברק<->הרב פנחס לוין/נתיבות שלום-עמנואל-24,23,0,0%
19112,112,תנופה,חניון שפירים/איסוף-בית דגן<->משרד המשפטים/צלאח א דין-ירושלים,4,0,0%
14147,147,קווים,בן איש חי/יוסף קארו-בית שמש<->קדושת לוי/אוהל שרה-ביתר עילית-,128,0,0%
11581,581,מטרופולין,מכללת ספיר-שער הנגב<->מסוף השחר/הרב עובדיה יוסף-דימונה-1#,20,0,0%
12468,468,מטרופולין,בי''ח שיב''א/שדרות אהרון קציר-רמת גן<->קלנסווה/יציאה צפונית-,120,0,0%
10628,628,תנופה,חזון איש/מסוף רמת שלמה-ירושלים<->זכריה הנביא/שדרות האמוראים-,8,0,0%
36025,25,אגד,חניון חנה וסע חטיבה שבע/איסוף-מטה יהודה<->שדרות החשמונאים/לב,18,0,0%
11401,401,דרך אגד עוטף ירושלים,בי''ח הרצוג/גבעת שאול-ירושלים<->אזור התעשייה-בני ברק-29,171,0,0%
29096,96,נתיב אקספרס,בית ספר נוטרדאם-מעיליא<->מאר אליאס/א סלעה-פסוטה-22,56,0,0%
12986,986,אגד,קדושת לוי/שלום רב-ביתר עילית<->הרצל/זבולון-חיפה-30,22,0,0%
11482,482,אגד,ת.רכבת תל אביב - סבידור/רציפים B-תל אביב יפו<->מסוף נווה יעק,11,0,0%
10811,811,דן נתיבים בעמ,חנה וסע שפיים/איסוף שאטלים-שפיים<->חנה וסע שפיים/הורדה שאטלי,136,0,0%
11812,812,דן נתיבים בעמ,חנה וסע שפיים/איסוף שאטלים-שפיים<->חנה וסע שפיים/הורדה שאטלי,136,0,0%
11813,813,דן נתיבים בעמ,חנה וסע שפיים/איסוף שאטלים-שפיים<->חנה וסע שפיים/הורדה שאטלי,136,0,0%
11814,814,דן נתיבים בעמ,חנה וסע שפיים/איסוף שאטלים-שפיים<->חנה וסע שפיים/הורדה שאטלי,136,0,0%
11815,815,דן נתיבים בעמ,חנה וסע שפיים/איסוף שאטלים-שפיים<->חנה וסע שפיים/הורדה שאטלי,136,0,0%
96002,2,מטרופולין,רכבת טייבה שער אפריים/איסוף-טייבה<->קלנסווה/יציאה צפונית-קלנ,224,0,0%
10262,262,אגד,ת. מרכזית כרמיאל/רציפים-כרמיאל<->ת. מרכזית המפרץ/הורדה-חיפה-,120,0,0%
10263,263,אגד,ת. מרכזית כרמיאל/רציפים-כרמיאל<->דרך הארבעה/דרך המלאכה-עכו-2,114,0,0%
10398,398,אגד,ת. מרכזית חדרה/רציפים-חדרה<->ת. מרכזית אילת-אילת-11,4,0,0%
13127,127,תנופה,מבוא דותן/מרכז-מבוא דותן<->ת. מרכזית חדרה-חדרה-20,2,0,0%
20074,74,סופרבוס,אל ג'בל / דרך יצחק רבין-בסמת טבעון<->ת. מרכזית המפרץ/הורדה-ח,1,0,0%
15139,139,מטרופולין,שדרות הארץ/דרך הפרחים-כוכב יאיר<->השונית/יורדי ים-הרצליה-1#,8,0,0%
10582,582,קווים,מסוף מודיעין עילית-מודיעין עילית<->בית ספר אוהל שרה/הרב עובד,10,0,0%
10583,583,קווים,דרך שרה/כ''ט בנובמבר-זכרון יעקב<->רמב''ן/שדרות בית שמאי-מודי,5,0,0%
10683,683,קווים,מסוף מודיעין עילית-מודיעין עילית<->דרך שרה/כ''ט בנובמבר-זכרו,5,0,0%
11872,872,קווים,בי''ח בלינסון/גשר מבצע ארנון-פתח תקווה<->משך חוכמה ז-מודיעין,3,0,0%
10882,882,קווים,בי''ח בלינסון/גשר מבצע ארנון-פתח תקווה<->מסוף מודיעין עילית/,7,0,0%
10478,478,אגד,תלמוד תורה/דרך קדם-מעלה אדומים<->ת.מרכזית באר שבע/הורדה-באר ,2,0,0%
11797,797,אגד,ת.מרכזית באר שבע/רציפים בינעירוני-באר שבע<->ת. מרכזית אילת-א,1,0,0%
10452,452,קווים,ת.מרכזית תל אביב קומה 6/רציפים-תל אביב יפו<->נציבות בתי הסוה,1,0,0%
10892,892,קווים,בי''ח בלינסון/גשר מבצע ארנון-פתח תקווה<->אבי עזרי ז-מודיעין ,3,0,0%
11895,895,קווים,אבי עזרי א-מודיעין עילית<->שדרות האמוראים/רבינא-בית שמש-10,8,0,0%
12160,160,קווים,ת. מרכזית מודיעין מכבים רעות-מודיעין מכבים רעות<->הפקולטה לח,4,0,0%
10432,432,סופרבוס,ת. מרכזית המפרץ/רציפים בינעירוני-חיפה<->גשר/מרכז-גשר-10,2,0,0%
